project,pullNumber,CCR,Author_response,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
ozone,1973,"I see this index added only ContainerReplica: but if we don't add it to ContainerID itself, this might leads to more changes.
example: Once we received container replica report, the below API we use to updateContainerReplica:
So, your thought is to add another field in this kind of API to carry index? otherwise we need to add that in ContainerID also.

```
private void updateContainerReplica(final DatanodeDetails datanodeDetails,
                                      final ContainerID containerId,
                                      final ContainerReplicaProto replicaProto)
      throws ContainerNotFoundException, ContainerReplicaNotFoundException {
```","Sorry, I didn't get the challenge here. Can you please explain it in more details?

I am not sure if it's an answer: but I would prefer to keep it in a separated field to make sure we add it only when it's needed. It provides more visibility and code path which more easy to understand...",1,1,1,1,1,0,0,1,0,0,1,0,0
ozone,3789,"I think we could remove this as well, as the plan with this patch was to default fix the metadata details on the right side and with the button you could close it. ",Could not Understand which Line  text need to remove siyao suggested to keep text.,1,1,1,0,1,0,0,1,1,1,1,0,0
ozone,3895,"the check should involve "" + 2 > "" as range of increase can be 0-2 for source and target, eg, if max is 2, countDatanodeInvolved is also 2, it will fail","Yes, the range is 0-2.

- If we're 2 datanodes away from the limit, we don't need to take any action.
- This check is intended for the case when we're 1 datanode away from the limit. In this case we can allow only one new datanode at max to be selected. So, we restrict potential sources - that means only a new target can be selected now.
- In your example where max is 2 and count is 2 (we've reached the limit), yes this check will fail but the check in `adaptOnReachingIterationLimits` will pass. It will restrict both sources and targets, so no new datanodes will be selected.

Does this make sense or have I misunderstood your comment?",1,1,1,0,1,0,1,1,0,1,1,0,0
ozone,4249,"Is this accounting for the case where the snapshot entry is a tombstone in cache (`CacheValue` is `Optional.absent()` like [here](https://github.com/apache/ozone/blob/ddbe71d3f90ae14ecf29f51c2265f1f9c3171668/hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/key/OMKeyDeleteRequest.java#L158-L162)), which could happen when the snapshot eventually deleted from the `snapshotInfoTable`? Doesn't look to be the case to me?

Therefore, IMO in addition to checking null, we would need to check whether the value is `Optional.absent()`. If it is `Optional.absent()`, `isSnapshotInCache` should still be `false` as we won't want to wait for a checkpoint dir that is deleted. Or we would have to put checks before this logic is even reached.","Thanks for finding this. Didn't get this, how is it covered by null check.",1,1,1,0,1,0,1,1,0,1,1,0,0
ozone,4811,"Need handle for HSync, where object will be same but blocks are different as append mechanism","I'm confused, In hsync the keys will be `OpenKeyTable` until it is committed right? We here only care about those keys in `keyTable` and `deletedTable`. Please correct me if I'm wrong. ",1,1,1,0,0,0,1,1,1,1,1,0,0
ozone,5267,"This part should not be removed, otherwise these basic checks become no-ops.","@adoroszlai  thanks for review, I have a question here.. If we'll not remove step -> `Execute tests`, then unit.sh (unit tests) will run as part of basic check and we want to separate out unit test run out of basic checks...? Did I understood anything wrong here ?",1,1,1,0,1,0,0,1,0,1,1,0,0
ozone,4523,"OZONE_S3G_SECRET_HTTP_AUTH_TYPE -> 
OZONE_S3G_SECRET_HTTP_KERBEROS_KEYTAB_FILE_KEY",Can you explain what should be changed here?,1,1,1,0,0,0,0,1,0,0,1,0,0
paddlepaddle_paddle,1080,æ„Ÿè§‰è¿˜æ˜¯ContextProjectionBackwardDataï¼ŒContextProjectionBackwardWeightä¸¤ä¸ªæŽ¥å£æ¯”è¾ƒåˆç†ï¼Œè¿™ä¸¤ä¸ªFunctionè®¡ç®—çš„æ˜¯ä¸¤ä¸ªæ— å…³ï¼ˆæ²¡æœ‰ä¾èµ–ï¼‰çš„Bufferã€‚ä¹‹å‰ï¼Œæˆ‘æ³¨é‡ŠæŽ‰è¿™ä¸¤ä¸ªä»£ç æ²¡æœ‰åˆ æŽ‰ï¼Œä¸€æ˜¯ç¼–è¯‘é—®é¢˜ï¼Œå¦å¤–ä¹Ÿæ˜¯æƒ³ç€åŽé¢ä¿®æ”¹æ¥çš„ã€‚,"Just keep and update these interfaces. Do we need to have to output SequenceArg{output, sequence}?",1,1,1,0,1,0,0,1,0,1,1,0,0
parquet-format,62,"This isn't quite what I meant. Have a look at the way it is done in the logical types PR. https://github.com/apache/parquet-format/pull/51/files#diff-0f9d1b5347959e15259da7ba8f4b6252R264

That uses an empty struct in the union.",Do you mean in this way? It looks a bit strange and hard to understand from the code..,1,1,1,0,1,0,0,1,0,1,1,0,0
parquet-mr,1078,Should it return if model is set successfully?,"sorry, can you expand on this a bit?",1,1,1,0,0,0,0,1,0,0,0,0,0
parquet-mr,928,I think we should choose between `encryptPage` or `encryptPayload`,Can you clarify a little bit? Do you mean changing the method name? Or refactor the code?,1,1,1,1,0,0,1,0,0,0,0,0,0
phoenix,1666,"You can refactor most of the catch block like this:
```suggestion
        catch (Exception e) {
          SQLException parsedException = ServerUtil.parseServerException(e);
          if (parsedException instanceof StaleMetadataCacheException) {
            throw parsedException;
          }
          //retry once for any other errors
          LOGGER.error(""Error in validating DDL timestamp for table {}: {}"",
                    tableRef.getTable().getName().getString(), parsedException);
          if (doRetry) {
              validateDDLTimestamp(tableRef, false);
              return;
          }
          throw parsedException;
```","@shahrs87 any server side exception is wrapped in a `com.google.protobuf.ServiceException`, that is what the RPC returns. I have tried to differentiate between that case and the case when there is an IOException or SQLException raised by `CQSI.getAdmin` or `admin.getRegionServers`. We should parse server exception only in the former case, right? ",1,1,0,0,1,0,0,1,0,0,1,0,0
phoenix,676,Do we need to setLength on the StringBuilder object? We can just directly call toString right?,"If it runs just once, there's still that trailing semicolon from line 1559, so the set length-1 gets rid of that semicolon
Not sure if I should add something similar to the incompatible_client_server_jar error message in case of multiple messages?",1,1,0,0,1,0,0,0,0,0,1,0,0
phoenix,794,"if other classes need access to this, better to pass it to them directly rather than pass an UARO and make them call this getter. ",We have to already pass the UARO coproc object directly. Are you suggesting passing the writer directly too?,1,1,0,0,1,0,0,0,0,1,1,0,0
phoenix,213,"should be ""input.fetch != null || input.offset != null""
","With respect to my comment below, if there is a limit, then we apply the rule, otherwise we do not (regardless of offset).
 I may have the wrong idea here, but based on my understanding of offset, all of the test cases pass as expected. Are the test cases I have laid out in CalciteIT what you would expect?
",1,1,0,0,1,0,0,0,0,1,0,0,0
pinot,3671,What if srcUri is a directory and has files that actually need to copied over?,"Do you mean there's an edge case that Line 116 can't handle? 
If src and dst are the same, regardless of src's type, nothing should be done.",1,1,0,0,1,0,0,0,0,1,0,0,0
pinot,10418,"can we rephrase this comment as it is super confusing:
`If we received events from stream but all were filtered, we attempt to ...` ?

better yet,  use `batch.getMessageCount() == 0` ","yes, there was some wording issue but now I have updated it correctly, as for the last suggestion they are it is the same right, not sure what advantage would be to call the method again here if we have the outcome in messageCount other than the overhead of the call?",1,1,0,0,1,0,0,0,0,0,0,0,0
pinot,8029,"IIRC, other parts of the code allow for read `int` as `long` and other such upcasting?",Should we allow to cast Integer to Long or not?,1,1,0,0,0,0,0,0,0,0,0,0,0
pinot,1058,Would this be better served as an image element since it is content that conveys semantic meaning? Don't think `background-image` is a11y friendly.,"Agreed that an actual `img` tag is preferred for actual images. But since this is the linkedin logo (next to ""ThirdEye""), I feel that the element it is attached to ""thirdeye"" already conveys meaning. Do you see it differently? ",1,1,0,0,1,0,0,0,0,0,1,0,0
plc4x,257,"I don't mind the TODOs, but can you open a JIRA for them so they have a chance of being done?",Ok. Are we allowed to open a JIRA for this? Is there any documentation about how to do it?,1,1,1,0,1,0,0,0,1,0,1,0,0
plc4x,257,might be better for this to be .trace,I dont understand what does the .trace mean.. could you please provide further info about it?,1,1,1,0,1,0,0,0,1,0,1,0,0
pulsar,15025,"This is non possible.
The wrapper for KeyValue is created in AutoConsumeSchema.

This class is like a utility class in Pulsar IO. Probably there is some mock test that creates the wrong object.

I believe we can safely drop this",@eolivelli did you mean that org.apache.pulsar.io.core.KeyValue is not possible?,1,1,0,0,1,0,0,0,1,0,1,0,0
pulsar,21311,"Or return `MessageMetadata`?

","Or return 'MessageMetadata`?

",1,1,0,0,0,0,0,0,1,0,1,0,0
pulsar,16943,"It's better to capture `shared_from_this()` here because when the callback is executed, the reference count of `std::shared_ptr<ConsumerImpl>` might be zero so that `this` points to an invalid address. Capturing the `shared_from_this()` can extend the lifetime of the object to ensure `this` always points to a valid address.","Looks like there is a similar problem in the current codes. https://github.com/apache/pulsar/blob/c4bd7ae15a1e37075fb5a0b3b4636591ed2462c8/pulsar-client-cpp/lib/AckGroupingTrackerEnabled.cc#L153-L158

Could you guide me on how to capture `shared_from_this()`? I haven't found a good way to solve it. ",1,0,0,0,0,0,1,1,1,0,0,0,0
pulsar,9308,"generally it is a code smell to see a method that returns a CompletableFuture to throw an exception.

The expectations for the caller is that any error will be reported by the CompletableFuture.

can we catch all of the possible exceptions and then return a failed CompletableFuture ?","What specifically is ""bad"" there?",1,1,0,0,0,0,0,1,0,0,0,0,0
pulsar,15301,"Seems `force` should not check the partition numbers, update directly...",I don't quite understand what you mean ðŸ¤”,1,1,0,0,0,0,0,1,0,0,0,0,0
pulsar,4993,why it is `UnknownError`?,"I'm not sure what's the transaction error should use which `ServerError`, so I use `UnknowError` to represent all transaction errors. Maybe I should add a new ServerError type `TxnError` to represent transaction error? Any suggestions?",1,1,1,0,1,0,0,1,0,0,0,0,0
pulsar,18489,"I think that we are not handling concurrent access on ""leaderElectionService""
in ""start"" we re-assign the value to the variable.
I would make it final or properly handle concurrent access","About the concurrent access to the member variables, still 'tableview' and 'producer' are not final.

Could you explain why we need the synchronized access to the 'leaderElectionService' instance? 
(Don't we also need to worry about the synchronized access to tableview and producer?)

As long as it's non-null, shouldn't it be ok whether the return(leader) is from the old or new instance of 'leaderElectionService'?",1,1,1,0,1,0,0,1,0,0,0,0,0
pulsar,8959,"This annotation is not really meaningful here by itself, can we add a comment?",Which annotation? Do you mean `@Deprecated`?,1,1,0,0,0,0,0,1,1,1,0,0,0
pulsar,17700,"When I am writing this test, I found an interesting thing. We can allow the new lock to steal the existing lock that may hold by others(same value or same session). 

I'm not sure if it's a big problem. You can use this test to verify this behaviour.

Plus, steal lock behaviour may cause an infinity loop when they use the same value or a different value in the same session. the details please see `ResourceLockImpl#doRevalidate`

https://github.com/apache/pulsar/blob/69f3f7471fa6faf24d4776d65e0509538c105d37/pulsar-metadata/src/main/java/org/apache/pulsar/metadata/coordination/impl/ResourceLockImpl.java#L239-L310

Case:
- lock 1 holds the lock with value `value-1`.
- lock 2 tries to acquire the lock with value `value-1` got the `LockBusyException` then invoked `revalidate` to steal the lock. (delete and re-create it)
- lock 1 receives the delete notification **after lock 2 already acquires the lock**. then lock1 tries to invoke `revalidate` to steal the lock again.
- Under this assumption, we're going to fall into an infinite loop.

This is a theoretical assumption because the situation is more difficult to simulate. Please take a look, I'm not sure if I missing something.","@merlimat  Could you please help to answer @codelipenghui  question?
I'm not sure about the original design and it looks like we don't have the logic to acquire a resource lock with the same value in pulsar",1,1,0,0,0,0,0,1,1,0,0,0,0
pulsar,18392,"please NEVER use a static variable for a CompletableFuture.
The behaviour is really unpredictable.
you cannot ever cache a CF",Sure. But could you explain more about why a static CompletableFuture cannot be used?,1,1,0,0,0,0,0,1,1,0,0,0,0
pulsar,16822,"Should `available-functions` be a command of `pulsar-admin workers` instead ?
For now, I've put it in `pulsar-admin functions` for consistency with sinks and sources.","Should `available-functions` be a command of `pulsar-admin workers` instead ?
For now, I've put it in `pulsar-admin functions` for consistency with sinks and sources.",1,1,0,0,0,0,0,1,1,0,0,0,0
pulsar,8244,"I don't think you should return `-1L` here. This will trigger `deleteLedger(bookkeeper, -1L)` in line 183. This is not a good implementation. You should return `null` and skip deletion if it is `null`.","From the comment after this `try-catch` block, I noted that some valid cursor ledger id could also be -1, so I return -1L here to simplify the filter logic from `filter(ledgerId -> (ledgerId != null && ledgerId >= 0))` to `filter(ledgerId -> ledgerId >= 0)`. But somehow I deleted the `filter` sentence, maybe it's during one refactor. it's my fault, I'll add `filter` here and still returns -1L in `catch` block. Or should still return `null`?",1,1,0,0,0,0,0,1,0,0,1,0,0
pulsar,14681,"Since this method could be called from other threads in protocol handlers, I think we should consider using a concurrent data structure to back the `metricsProviders` list. Technically, it appears that the current implementation in the broker does not use a concurrent data structure, so I could be wrong about this class's thread safety requirements.","@codelipenghui as you contributed the code for the broker, can you say if we should use concurrent structures for `PulsarService`'s `pendingMetricsProviders` ?",1,1,0,0,1,0,0,1,0,0,0,0,0
pulsar,6720,This does the same thing that `clientAddress()`. Should I keep it for backward compat ? It would be dead code... So maybe with a deprecation annotation ?,This does the same thing that `clientAddress()`. Should I keep it for backward compat ? It would be dead code... So maybe with a deprecation annotation ?,1,1,0,0,0,0,0,1,0,0,0,0,0
pytorch_pytorch,23546,"REMOVE_ITEM is a bit magical, can we instead just add it only if the opposite condition is true?","You mean something like this?  
```
  if (NOT INTERN_BUILD_MOBILE)
    list(APPEND TORCH_SRCS ${TORCH_SRC_DIR}/csrc/jit/export.cpp)
    list(APPEND TORCH_SRCS ${TORCH_ROOT}/test/cpp/jit/test.cpp)
  endif()
```",1,1,0,0,0,0,0,1,0,0,0,0,0
rocketmq,2983,Why associate stage offset about **mq** with **topic**?,"For example, there are 5 order messages. The only difference between them is the status(1,2,3,4,5).`stageOffset` means `status index` such as `0 1 2 3 4`, or you mean different MQ instances?",1,1,0,0,1,0,0,0,0,0,0,0,0
rocketmq,6744,It's unnecessary to use a proxy in servers of Github actions.,I don't see what you mean. Can you explain it in detail,1,1,0,0,1,0,1,1,0,0,0,0,0
samza,237,Minor: Space before '(' everywhere.,"This is not mentioned anywhere in gradle user guide.

Can you please point out how this is gradle convention(I'm okay to change it but after adding space before '('  code looks ugly/weird to me)?",1,1,0,0,1,0,0,1,0,0,1,0,0
samza,879,Log error message if this throws an exception?,"Not sure, if it would be necessary. Upper layers which call this method already catch and log exceptions before bubbling it up. Not sure if this will be necessary.

What do you think?",1,1,0,0,1,0,0,1,0,0,1,0,0
samza,397,This is in a lot of places. Would it be cleaner to add a helper/constructor in SystemAdmins that does this?,Not sure if I completely understand your comments. But I have updated the constructor of SystemAdmins to simplify the code. Can you see if it addresses the problem?,1,1,0,0,1,0,0,1,0,0,1,0,0
samza,413,Why do we need an additional init() here? We already have start().,"The `init()` method gets called in job coordinators so that the `KafkaCheckpointManager` can create the checkpoint stream there. A better name could be `createStreams()`, but I wasn't sure if that was generic enough for the CheckpointManager interface. Any suggestions on a name or does `createStreams()` work?
The problem with the `start()` method is that it gets called in the `OffsetManager.start()` method which is called in the `SamzaContainer.run()` method. That happens too late for checkpoint creation.",1,1,0,0,1,0,0,1,0,0,1,0,0
samza,672,Is this fallback logic being handled at the call site?,"I'm not sure how in the past how containerContext could be null (maybe for unit tests), but with the new design, containerContext is never null. Therefore, the fallback is unnecessary. ",1,1,0,0,1,0,0,1,0,0,1,0,0
seatunnel,4349,This field is not necessary,"Can you point out the number of rows boss?
",1,1,1,0,0,0,0,1,0,0,1,0,0
seatunnel,2022,"Please revert this change, and add doc for this plugin.",Can you tell me where can add doc for this plugin?,1,1,1,0,1,0,0,1,1,0,1,0,0
seatunnel,3989,"If these two parameters are mutually exclusive, we should prompt the user during the check phase, not here.",I don't understand what you mean. I just judge whether the topic-pattern parameter is configured.,1,1,1,0,1,0,0,1,1,0,1,0,0
seatunnel,1695,"You need to implement this method, otherwise the data received by http datasource will not be processed by downstream plugin","I am not very familiar with spark and spark stream, and the current implementation is referring to other demos. For what you said, split into the getData and rdd2dataset, I didn't find a usable implementation to do it. Can you provide reference code for implementation.",1,1,1,0,1,0,0,1,1,0,1,0,1
shardingsphere,3429,"Sorry, here we need discuss again.
If it is a select SQL without table, route to slave database is fine, is it?","Yes,  according to my understanding,  from the code :
`!(sqlStatement instanceof SelectStatement)`,
If it is a select statement, it will be routed to slave database,  no matter whether the select SQL has a table name.
For #3273, if it is fine , we can remove the `isSelectWithoutTable ` judgement.
It means we don't need to make any change with `MasterSlaveRouter`, Do I understand it correctly? ",1,1,1,0,1,0,0,1,1,0,1,0,1
shardingsphere,9084,"
I suppose `DROP TABLE from db PURGE` is a more valuable case. Could you add this one or replace that simple one?",Do you mean case like `DROP TABLE db.tableName PURGE`,1,1,0,0,1,0,0,1,1,0,1,0,0
shardingsphere,25033,Can you modify the kernel logic instead of sql parse logic?,"
Could you please help me confirm if my understanding is correct that the keywords passed into the`createPatternMatchingOperationSegment` function and the generated `BinaryOperationExpression` are only used for logical judgment and will not affect the rewritten SQL statements? 
Thank you in advance for your kind assistance.

```txt
patternMatchingOperator
    : LIKE
    | TILDE_TILDE_
    | NOT LIKE
    | NOT_TILDE_TILDE_
    | ILIKE
    | ILIKE_
    | NOT ILIKE
    | NOT_ILIKE_
    | SIMILAR TO
    | NOT SIMILAR TO
    | TILDE_
    | NOT_ TILDE_
    | TILDE_ ASTERISK_
    | NOT_ TILDE_ ASTERISK_
    ;
```
https://github.com/apache/shardingsphere/blob/5.3.1/sql-parser/dialect/postgresql/src/main/antlr4/imports/postgresql/BaseRule.g4#L530",1,1,0,0,1,0,0,1,1,0,1,0,0
shardingsphere,3526,remove the following 3 lines,I don't quite understand?,1,1,0,0,1,0,0,1,1,0,1,0,0
shardingsphere,11345,Please refer official code conduct to change the code style.,Do you mean that change 'entry' to 'each'? But it is in a map.,1,1,0,0,1,0,0,1,1,0,1,0,0
shardingsphere,13943,Licence missing.,"Iâ€™m very sorry,I donâ€™t know how to deal with the license missing.",1,1,0,0,0,0,0,1,1,0,1,0,0
shardingsphere,15856,Please delete blank lines.,"@yx90 do you want to remove other spaces in the file as well? I have structured it the same way as in the example file given ShardingSpringBootJpaExample.java , but I noticed there was one extra blank line in my example and I have removed it. Can you tell me if you want me to remove the other blank lines as well?",1,1,0,0,1,0,0,1,1,0,1,0,0
shardingsphere,19352,I don't know why is do that.  Get last actualTableName from bindingTable ?,I don't know why is do that.  Get last actualTableName from bindingTable ?,1,1,0,0,1,0,1,0,1,0,1,1,0
shardingsphere,3429,"Sorry, here we need discuss again.
If it is a select SQL without table, route to slave database is fine, is it?","In this case, do we just need to consider the sharding mode?",1,1,0,0,1,0,1,0,1,0,1,1,0
shiro,1003,"""what was the actual outcome""","So, I change the label to ""what was the actual outcome"" instead of ""What happened"", and add a new textarea with the label ""what did you expect instead""?

",1,1,0,0,1,0,0,0,1,0,1,1,0
skywalking,4844,Nacos should be removed too.,which shell script? Is it in the repository? this will help us to check the dependencies before commit,1,1,0,0,0,0,0,1,1,0,1,1,0
solr,427,"I though of removing this code, but did not dare to, as I'm not sure if `getHandler()` may perhaps still return a class  not implementing the interface...","I though of removing this code, but did not dare to, as I'm not sure if `getHandler()` may perhaps still return a class  not implementing the interface...",1,1,0,0,0,0,0,1,0,0,1,0,0
solr,875,"I would bet logic like this exists for either SimpleOrderedMap or NamedList parsing elsewhere. SOLR-11914 has references to related methods however those methods are going to NamedList, not FROM NamedList. Somewhere in request parsing this has to happen.",Is there anything specific you'd like us to change here? I'm not aware of any existing code we could invoke instead of having the new logic here.,1,1,1,0,0,0,1,1,0,0,0,0,0
solr,1459,"[-1] Would you be willing to add some coverage here for the new v2 APIs that you added (alias-prop listing, single-alias-prop fetching, etc.)

Would really help people use the alias prop functionality - I think right now the ref-guide suggests that people look in ZK if they need to know alias prop values!","not sure I follow, could you clarify a bit?

I have alias prop listing https://github.com/apache/solr/pull/1459/files#diff-2cc6e0ae57c6bf17247dd5a4386f98b3123544cb816a12fdb864068705970f00R670 and property level get https://github.com/apache/solr/pull/1459/files#diff-2cc6e0ae57c6bf17247dd5a4386f98b3123544cb816a12fdb864068705970f00R685",1,1,1,0,1,0,0,1,0,1,0,0,0
sqoop,60,I think we mention this potential problem in the documentation somewhere.,"Do you think we should remove this warning? (I think, even if it's redundant, it's useful to write this out.)",1,1,1,0,1,0,0,1,0,1,0,0,0
storm,2083,If we are going to a common type for *childopts it should be a `List<String>` not `String`.  The reason for a list is that something with whitespace in it can be properly represented this breaks that.,"@revans2 You mean, replace this method with
```
public static String getConfigValueAsList(String name, Map<?, ?> conf) {
    // if the value is a list, return it
    // if the value is a string, split it by space and return the resulting list
}
```
and the caller can convert it to a space-separated string if needed?",1,1,1,0,1,0,1,0,0,0,1,0,0
submarine,1020,new class param should also be avoided here.,"Hi @cdmikechen ,
Not sure what you mean by adding some test cases for the minio client section here.",1,1,1,0,0,0,0,0,0,0,0,0,0
tinkerpop,889,"We can capture any possible error if we use a chained `catch()`, instead of `then()` with multiple callback functions:

```
this._authenticator.evaluateChallenge(response)
  .then(() => {
    // Any possible error thrown or promise rejection will be captured 
    return this.submit('', 'authentication', res);
  })
  .catch(handler.callback)","On this problem, the issue is that submit creates a new requestId for each message sent. So when sending the auth response a new requestId is created for that authentication response. The Gremlin server responds with the requestId of the previous call so the authentication requestId never gets dealt with. Am I right in thinking that your proposal is to remove all pending handlers from the handler array? Is it safe to assume that there will only ever be one handler at a time in that array, apart from when authentication is happening? Am I making sense?",1,1,1,0,1,0,1,0,0,0,0,0,0
tomcat,186,"The above code is only used when the Realm is defined at the Context level. That isn't what is required here. The role mappings need to be checked for the current Context irrespective of where the Realm is defined. Something like:
`Context context = (Context) wrapper.getParent();`

A similar change would also need to be made to `UserDatabaseRealm` and potentially other sub-classes. Consider moving this to `Wrapper.findSecurityReference`. i.e. Look up Wrapper references first and if none found try the Context.","Just take your time to describe how you image that, I do not fully understand it.",1,1,1,0,1,0,1,0,0,0,0,0,0
tomcat,186,"The only way to add these Context mappings (currently) is via code. There is no mechanism to do this via configuration. Possibly as a separate enhancement, consider adding such an option. See https://bz.apache.org/bugzilla/show_bug.cgi?id=55477","So, if I understand your request properly, this should not be part of `RealmBase` at all, but has to be implemented in `StandardWrapper`, namely `findSecurityReference()` whre it queries `getParent()#findRoleMapping()` if it is not found in `references`?.

So `findSecurityReferences()` have to be changed as well? But not `removeSecurityReference()`?

though, `getParent()` must be still of type `Context` (`instanceof` check)?",1,1,0,0,1,0,0,0,1,1,0,0,0
tomcat,186,"The only way to add these Context mappings (currently) is via code. There is no mechanism to do this via configuration. Possibly as a separate enhancement, consider adding such an option. See https://bz.apache.org/bugzilla/show_bug.cgi?id=55477","You probably want a `<RoleMapper class="".."" />` with custom attributes. What makes it different to a listener?",1,1,0,0,1,0,0,0,1,1,0,0,0
tomee,512,"""aparentemente gravar""",What is wrong here?,1,1,0,0,0,0,0,1,0,0,0,0,0
tomee,218,maybe use Client (jaxrs) instead of a cxf api - without forgetting to close the client ;),"What you mean by ""Use the Client (jaxrs) instead of a cxf api?""?",1,1,0,0,0,0,0,1,0,0,0,0,0
wicket,376,These method have to much arguments already: Just give it an IValueMap and write all out to the tag.,"I didn't quite get you.  Do you want the `writeJavaScriptUrl(final Response response, final CharSequence url, final String id, boolean defer, String charset, boolean async)` to be dropped?",1,1,0,0,1,0,0,1,0,0,0,1,0
wicket,601,These are valid changes :)))),"What is your opinion about this refactoring, please? Why do you think there are many cases like `assertTrue(x.equals(y))` and `assertFalse(x.equals(y))` or `assertTrue(!x.equals(y))`, though `assertEquals` and `assertNotEquals` are more readable/intuitive and can provide better error messages in case of failures?",1,1,0,0,0,0,0,1,0,0,0,1,0
zeppelin,1334,"I think there's a language setting you could add here for syntax highlighting
","@felixcheung I looked at most interpreters, could you show me an example? 
",1,0,1,1,1,1,0,1,1,1,0,0,1
zeppelin,4398,"Possible error.
This creates ""--proxy-user|user"". desired is ""--proxy-user|user""","Hi @Reamer I'm not sure I can see the bug here, right now the output of this snippet is `--proxy-user|user` and the pipe would be replaced in interpreter.sh with space
as far as i can see same code snippet can be found in [SparkInterpreterLauncher](https://github.com/apache/zeppelin/blob/c4c580a37fde649553d336984a94bcb1b2821201/zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/launcher/SparkInterpreterLauncher.java#L196) ",1,1,1,0,0,1,0,1,1,1,1,1,0
zookeeper,1266,we also need to assert `True` or `False` ?,"Do you mean things like:
```
zkProp.setProperty(""localSessionsEnabled"", ""True"");
quorumPeerConfig.parseProperties(zkProp);
assertEquals(true, quorumPeerConfig.areLocalSessionsEnabled());

zkProp.setProperty(""localSessionsEnabled"", ""False"");
quorumPeerConfig.parseProperties(zkProp);
assertEquals(false, quorumPeerConfig.areLocalSessionsEnabled());
```
to test whether ignoring case can work?",1,1,1,0,0,0,0,1,1,1,1,0,1
zookeeper,823,"Should we throw an error?
The command may not have succeeded","@eolivelli  pardon me.I may not get your idea clearly.
Do you mean that throwing this `TimeoutException`?",1,1,1,0,0,0,0,1,1,1,1,1,0
