project,pullNumber,CCR,author,merged
logging-log4j2,428,"Magical numbers in the tests, e.g., 5 here, have strong potential to bite us in the back later on. Would you mind revising this test as follows, please?

```java
@Test
void test_kafka_producer_threads_are_not_leaking_after_context_restart() {

    // Determine the initial number of threads.
    final LoggerContext context = ctx.getLoggerContext();
    final int initialThreadCount = kafkaProducerThreadCount();

    // Perform context restarts.
    final int contextRestartCount = 3;
    for (int i = 0; i < contextRestartCount; i++) {
        context.getContext(false).reconfigure();
    }

    // Verify the final thread count.
    final int lastThreadCount = kafkaProducerThreadCount();
    assertThat(lastThreadCount).equalsTo(initialThreadCount);

}

private static int kafkaProducerThreadCount() {
    // Return the number of threads prefixed with ""kafka-producer"".
}
```
Note that,
- This is sort of a pseudo-code I jotted in the comment box, hence you need to fill it in yourself.
- Try to use JUnit 5, if possible. (You can see examples in the source code.)",wuqian0808,False
shardingsphere,13046,Class doc is missing.,gitaroktato,True
gobblin,3172,Make sure all mention of `dali` / `linkedin` is removed.,ZihanLi58,False
geode,7392,"This name is slightly inaccurate, since in the case that the reference value doesn't exist, we return -1, which is not the number of entries in the list. A better name might just be ""result"".",nonbinaryprogrammer,True
phoenix,696,Most backward compatibility issues we found during the 4.15 release were related to old clients unable to perform DDL operations once the cluster was upgraded or old clients unable to query views/indexes/view indexes created by a new clients. Can we add more tests like that?,sguggilam,False
flink,3118,I had a look into the generated code. It seems that the `TableFunctionCollector` contains another `TableFunctionCollector` instance variable.,wuchong,False
flink,13907,"It's seem this method is useless now? If no one uses it, please delete it. Otherwise, we can just treat this method as
`of(outputFormat, null)`",zhuxiaoshang,True
skywalking,7691,"```suggestion
| - | - | maxSizeOfBatchSql | The maximum size of batch size of SQL execution | SW_STORAGE_MAX_SIZE_OF_BATCH_SQL | 100 |
```

Please apply this to other comments and documents too.",chenyi19851209,True
systemds,526,"rename `g_w0`, `g_W`, & `g_V` to `dw0`,  `dW`, & `dV`, which will come from step 8 above.  `dX` will also be returned by step 8, but we won't optimize it here since it is the input data (but in a different scenario with convnets we could optimize the input image for things like deep dream....).",j143-zz,False
gobblin,2737,Check that added column is null?,autumnust,False
flink,18427,use `else if` here,slinkydeveloper,False
kafka,11565,"nit: I know this was copied over from the old method, but this doesn't seem accurate, can you please fix it?",akatona84,True
druid,8748,Is this for debugging?,SEKIRO-J,True
incubator-kie-optaplanner,938,"```suggestion
    /* 
       Correct the double counting
       Explanation: groupBy is like accumulate, but it doesn't trigger on empty streams.
       We need something like
        .accumulate(Function<ConstraintStream, UniConstraintStream<T>>, T defaultValue): ConstraintStream+1
       To change it from 3 separate constraints (one for the normal case, one in the case of empty stream,
       one to remove double counting).
     */
```",Christopher-Chianelli,True
incubator-hugegraph,919,align,zhoney,True
gobblin,2631,"same question as above, should this be same as `SpecSerDe.deserialize` ?",jack-moseley,False
hadoop,4354,"make path a field, pass in the methodpath in its constructor. i want to be able to run multiple hadoop-aws test runs in the same bucket ASAP.",zhengchenyu,False
accumulo,3400,"You might consider adding a comment in the file what makes it ""bad""",ivakegg,True
flink,14238,"```suggestion
- **Important** Make sure that the `HADOOP_CLASSPATH` environment variable is set up (it can be checked by running `echo $HADOOP_CLASSPATH`). If not, set it up using 
```",rmetzger,False
flink,8362,"Usually static functions go to the bottom of the class. The order is roughly

```
Static fields;
Field;
Constructors;
Methods;
Static functions;
```",azagrebin,False
shardingsphere,8289,Cloud you use Iterator instead of cast list?,guojia1698,True
beam,24865,rename to `icon` and make parameter named?,alexeyinkin,True
flink,8741,"> Without high-availability configuration, the JobID **needs to change upon restarts of the Job Cluster Pod**.

Is it really needed? Or is it recommended?
My understanding, that with proposed `--job-id-seed` and without HA things still should work (with having multiple Flink jobs as Standalone Job clusters in one Kubernetes namespace).",knaufk,False
hudi,5077,We don't need this conditional,codope,False
hudi,331,nit: rename to `currentVersion`,n3nash,True
gobblin,3681,Can we use string.format() to construct this string?,homatthew,True
beam,10115,"```suggestion
  string id = 1;
```",y1chi,True
flink,11109,I think we can remove on `memorySize` here.,azagrebin,False
beam,16929,dest_to_flags,AnandInguva,True
beam,11360,Add ASF license header,DariuszAniszewski,True
pulsar,11555,Pls add a period at the end of the sentence.,frankxieke,False
shardingsphere,25787,Could `getLastNormalRecord` method be removed in `RecordUtils`?,azexcy,True
cassandra,570,Nit: this seems to have missed alignment with an extra tab,bereng,False
nifi,3344,Please add 'mime.type' attribute as 'application/json',szaboferee,False
cassandra-java-driver,1102,"This is a very tight loop, you should at least sleep a little bit at each iteration. Or better yet, replace with:

``` 
    checkThat(() -> simulacronRule.cluster().getConnections().getConnections().isEmpty())
        .before(1, SECONDS)
        .becomesTrue();
``` ",GregBestland,True
geode,761,"System.getProperty(CLIENT_HEALTH_MONITOR_INTERVAL_PROPERTY,DEFAULT_CLIENT_MONITOR_INTERVAL)
",pivotal-amurmann,True
beam,24271,"Is it possible to add the following support methods?  I advocate that removing the embedded checks in this method allows these to be independently tested.  First, the following shows how `beamSchemaFromJsonSchema` might look with the proposed overloaded support methods.  Then, some of the support methods follow.  To avoid the instanceof checks, I tried to find in the libraries [Javadoc](https://erosb.github.io/everit-json-schema/javadoc/1.12.2/), whether the base [Schema](https://erosb.github.io/everit-json-schema/javadoc/1.12.2/org/everit/json/schema/Schema.html) had a `getType()` getter but it seems not.  Perhaps we could have a `Map<Class<T extends org.everit.json.schema.Schema>, Function<T extends org.everit.json.schema.Schema, Schema.Field>>` that maps a particular json Schema class to the Java function that converts to the Schema.Field.

```
Schema.Builder beamSchemaBuilder = Schema.builder()
for (String propertyName : jsonSchema.getPropertySchemas().keySet()) {
    org.everit.json.schema.Schema propertySchema = jsonSchema.getPropertySchemas().get(propertyName);
    if (propertySchema == null) {
        throw new IllegalArgumentException(""Unable to parse schema "" + jsonSchema.toString());
    }
    
    Schema.Field field = beamFieldFromJsonField(propertySchema);
    builder = builder.addField(field);
}

return builder.build();
```

```java
static Schema.Field beamFieldFromJsonField(org.everit.json.schema.Schema propertySchema) {
    if (propertySchema instanceof org.everit.json.schema.ObjectSchema) {
        return beamFieldFromJsonField((org.everit.json.schema.ObjectSchema) propertySchema);
    }
    if (propertySchema instanceof org.everit.json.schema.ArraySchema) {
        return beamFieldFromJsonField((org.everit.json.schema.ObjectSchema) propertySchema);
    }
    // etc etc to all the various types.
}

static Schema.Field beamFieldFromJsonField(org.everit.json.schema.ObjectSchema objectSchema) {
   // do some magic
}

static Schema.Field beamFieldFromJsonField(org.everit.json.schema.ArraySchema arraySchema) {
   // do some more magic
}

static Schema.Field beamFieldFromJsonField(org.everit.json.schema.BooleanField booleanSchema) {
  // do even some more magical magic
}
```",pabloem,True
flink,20245,This needs `@PublicEvolving`,hlteoh37,True
flink,4471,"`the first element is the name of a key field, the second is a group name that is shared by all equivalent key fields.`",hequn8128,False
nifi,6480,"Recommend reformatting for clarity.
```suggestion
        String newName = Arrays.stream(segments)
            .map(s -> s.substring(0, 1).toUpperCase() + s.substring(1))
            .collect(Collectors.joining());
```",mattyb149,False
iotdb,537,grammar,fanhualta,True
camel,1885,Here you miss the camel-asn1-starter in the starters section,onderson,False
samza,117,"Commentary (no action in this PR):
This is the most compelling evidence yet that StreamGraph needs to be renamed. When I first read this, I thought the StreamPlan was keeping separate graphs to track the streams and the jobs. 

Now if they were named more meaningfully, like 
ApplicationLogic
JobGraph

I'd have a much better idea of what this plan was tracking.",xinyuiscool,False
flink,11351,nit: add an empty line after each value.,wsry,True
hadoop,632,NIT: MiniOzoneCluster,ajayydv,False
beam,8135,"I think this feature is better placed in something like dataflow_runner.py, because it's not BQ-specific. For example we could use this bucket when the --staging_location option is not given (like the Java SDK does).",pabloem,False
druid,5099,Please address https://github.com/druid-io/druid/pull/4823#discussion_r148441576.,jon-wei,True
bookkeeper,851,"we might need to add a copyright notice to NOTICE file, if this is modified based on https://github.com/frode-carlsen/cron",ArvinDevel,False
hive,2450,"per the comment above, can you wrap this code in a try/catch and re-throw the NoSuchObjectException as an InvalidOperationException? Ideally this should throw back a NoSuchObjectException, but I am concerned about backward compatibilty with older clients.",dantongdong,False
